"ID"	"Link"	"Alias"	"Lang"	"Primary"	"FileVersion"
1360	407	"Erdnuss, geröstet"	"D"	1	200
1361	596	"Erdnussöl"	"D"	1	200
1362	1190	"Espresso crème, ungezuckert"	"D"	1	200
1363	1693	"Essig"	"D"	1	200
1364	1199	"Essig-Öl-Salatsauce (mit Rapsöl)"	"D"	1	200
1365	13401	"Federkohl, gedünstet (ohne Zugabe von Salz und Fett)"	"D"	1	200
1366	13401	"Grünkohl"	"D"	0	200
1367	13400	"Federkohl, roh"	"D"	1	200
1368	387	"Feige, getrocknet"	"D"	1	200
1369	387	"Dörrfeige"	"D"	0	200
1370	386	"Feige, roh"	"D"	1	200
1371	211	"Felche, roh"	"D"	1	200
1372	1008	"Fenchel, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1373	352	"Fenchel, roh"	"D"	1	200
1374	13345	"Fisch (Durchschnitt), Filet, gedämpft (ohne Zusatz von Fett und Salz)"	"D"	1	200
1375	1098	"Fisch (Durchschnitt), roh"	"D"	1	200
1376	773	"Fischstäbchen, paniert und vorfritiert"	"D"	1	200
1377	1168	"Fischstäbchen (paniert und vorfritiert), gebraten in HOLL-Rapsöl"	"D"	1	200
1378	1169	"Fischstäbchen (paniert und vorfritiert), im Ofen gebacken (ohne Zugabe von Fett)"	"D"	1	200
1379	1504	"Flammenkuchen, gebacken"	"D"	1	200
1380	1504	"Flammkuchen"	"D"	0	200
1381	13419	"Flammenkuchenteig, ungebacken"	"D"	1	200
1382	1111	"Fleisch (Durchschnitt exkl. Innereien), roh"	"D"	1	200
1383	1084	"Fleischkäse"	"D"	1	200
1384	1664	"Fleischlasagne, zubereitet"	"D"	1	200
1385	13351	"Flunder, Filet, gedämpft (ohne Zusatz von Fett und Salz)"	"D"	1	200
1386	481	"Flunder, roh"	"D"	1	200
1387	1476	"Fondue alkoholfrei, zubereitet"	"D"	1	200
1388	797	"Fondue klassisch, zubereitet"	"D"	1	200
1389	1475	"Fondue moitié-moitié, zubereitet"	"D"	1	200
1390	13349	"Forelle, ganz, gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
1391	289	"Forelle, roh"	"D"	1	200
1392	289	"Bachforelle"	"D"	0	200
1393	1515	"Fotzelschnitte ungezuckert"	"D"	1	200
1394	536	"Freiburger Vacherin"	"D"	1	200
1395	567	"Frischkäse, Doppelrahm"	"D"	1	200
1396	1124	"Früchte (Durchschnitt), gekocht (ohne Zugabe von Zucker)"	"D"	1	200
1397	1120	"Früchte (Durchschnitt), getrocknet"	"D"	1	200
1398	1120	"Dörrfrüchte (Durchschnitt)"	"D"	0	200
1399	1120	"Früchte, gedörrt (Durchschnitt)"	"D"	0	200
1400	1123	"Früchte (Durchschnitt), roh"	"D"	1	200
1401	1130	"Fruchtsaft (Durchschnitt), ungezuckert"	"D"	1	200
1402	1131	"Fruchtsaft-Schorle (Durchschnitt, 60% Saft - 40% Wasser), ungezuckert"	"D"	1	200
1403	775	"Fruchtsalat, gezuckert (Konserve)"	"D"	1	200
1404	775	"Fruit Cocktail"	"D"	0	200
1405	777	"Fruchtsalat, ungezuckert (Konserve)"	"D"	1	200
1406	10456	"Fruchtwähe/-kuchen (Durchschnitt)"	"D"	1	200
1407	10453	"Fruchtwähe/-kuchen mit Blätterteig (Durchschnitt)"	"D"	1	200
1408	10454	"Fruchtwähe/-kuchen mit Kuchenteig (Durchschnitt)"	"D"	1	200
1409	10455	"Fruchtwähe/-kuchen mit süssem Mürbeteig (Durchschnitt)"	"D"	1	200
1410	817	"Fünfkornbier"	"D"	1	200
1411	1497	"Garnele, gekocht"	"D"	1	200
1412	1497	"Shrimp"	"D"	0	200
1413	1497	"Scampi"	"D"	0	200
1414	1497	"Crevette"	"D"	0	200
1415	766	"Garnele, roh"	"D"	1	200
1416	1100	"Geflügelfleisch (Durchschnitt exkl. Innereien), roh"	"D"	1	200
1417	1109	"Geflügelfleisch mit Haut (Durchschnitt), roh"	"D"	1	200
1418	1108	"Geflügelfleisch ohne Haut (Durchschnitt exkl. Innereien), roh"	"D"	1	200
1419	1092	"Geflügellyoner"	"D"	1	200
1420	13317	"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), gebraten (ohne Zusatz von Fett u"	"D"	1	200
1421	1105	"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), roh"	"D"	1	200
1422	1152	"Gemüse (Durchschnitt), roh"	"D"	1	200
1423	1580	"Gemüsegratin, gebacken"	"D"	1	200
1424	1666	"Gemüselasagne, zubereitet"	"D"	1	200
1425	739	"Gerstenflocken"	"D"	1	200
1426	1587	"Gerstotto, gekocht"	"D"	1	200
1427	13318	"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von"	"D"	1	200
1428	1104	"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh"	"D"	1	200
1429	1696	"Getreideflocken (Durchschnitt)"	"D"	1	200
1430	10406	"Gipfeli (Durchschnitt)"	"D"	1	200
1431	507	"Glarner Schabziger"	"D"	1	200
1432	507	"Glarner Kräuterkäse"	"D"	0	200
1433	483	"Gorgonzola"	"D"	1	200
1434	388	"Grapefruit (weiss oder rot), roh"	"D"	1	200
1435	388	"Pampelmuse"	"D"	0	200
1436	530	"Greyerzer, vollfett"	"D"	1	200
1437	530	"Gruyère"	"D"	0	200
1438	1509	"Griessbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)"	"D"	1	200
1439	1510	"Griessbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)"	"D"	1	200
1440	1507	"Griessschnitte, zubereitet (mit teilentrahmter Milch)"	"D"	1	200
1441	1508	"Griessschnitte, zubereitet (mit Vollmilch)"	"D"	1	200
1442	1272	"Grittibänz"	"D"	1	200
1443	1465	"Gugelhopf Grossmutter Art"	"D"	1	200
1444	684	"Gulaschsuppe"	"D"	1	200
1445	951	"Gummibonbon mit Fruchtessenz"	"D"	1	200
1446	491	"Gurke, in Essig eingelegt"	"D"	1	200
1447	491	"Essiggurke"	"D"	0	200
1448	491	"Cornichon"	"D"	0	200
1449	354	"Gurke, roh"	"D"	1	200
1450	354	"Salatgurke"	"D"	0	200
1451	1582	"Hackbraten, im Ofen gebacken"	"D"	1	200
1452	1583	"Hackplätzli (Rind), gebraten in Rapsöl HOLL"	"D"	1	200
1453	1512	"Haferbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)"	"D"	1	200
1454	1511	"Haferbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)"	"D"	1	200
1455	198	"Haferflocken"	"D"	1	200
1456	769	"Haferkleie"	"D"	1	200
1457	13399	"Halbentrahmte Milch 1.5% Fett, UHT"	"D"	1	200
1458	191	"Halbfettbutter"	"D"	1	200
1459	67	"Halbrahm, pasteurisiert"	"D"	1	200
1460	68	"Halbrahm, UHT"	"D"	1	200
1461	833	"Halbweissbrot"	"D"	1	200
1462	952	"Hartkaramellen, Hartbonbons"	"D"	1	200
1463	1193	"Hart- und Halbhartkäse, vollfett (Durchschnitt)"	"D"	1	200
1464	423	"Hartweizengriess, trocken"	"D"	1	200
1465	486	"Hase (Durchschnitt), roh"	"D"	1	200
1466	270	"Haselnuss"	"D"	1	200
1467	903	"Haselnusskekse"	"D"	1	200
1468	903	"Haselnussguetzli"	"D"	0	200
1469	869	"Haselnussmakrone"	"D"	1	200
1470	703	"Haselnuss-Schokolade-Brotaufstrich"	"D"	1	200
1471	871	"Haselnussstängeli"	"D"	1	200
1472	416	"Hecht, roh"	"D"	1	200
1473	910	"Hefeteig (mit Butter), süss, ungebacken"	"D"	1	200
1474	1177	"Hefeteig (mit pflanzlichem Fett), süss, ungebacken"	"D"	1	200
1475	389	"Heidelbeere, roh"	"D"	1	200
1476	753	"Heilbutt, roh"	"D"	1	200
1477	390	"Himbeere, roh"	"D"	1	200
1478	691	"Hinterschinken"	"D"	1	200
1479	487	"Hirsch (Durchschnitt), roh"	"D"	1	200
1480	12	"Hirsch, Entrecôte, roh"	"D"	1	200
1481	938	"Hirseflocken, Vollkorn"	"D"	1	200
1482	422	"Hirse, Korn geschält"	"D"	1	200
1483	1586	"Hirsotto, gekocht"	"D"	1	200
1484	666	"Hollandaisesauce"	"D"	1	200
1485	436	"Holunderbeere, schwarz, roh"	"D"	1	200
1486	472	"Honig (Blütenhonig)"	"D"	1	200
1487	399	"Honigmelone, roh"	"D"	1	200
1488	399	"Zuckermelone"	"D"	0	200
1489	1590	"Hot Dog in Weissbrot mit Ketchup und Senf"	"D"	1	200
1490	1070	"Hühnerei, ganz, festgekocht"	"D"	1	200
1491	290	"Hühnerei, ganz, roh"	"D"	1	200
1492	410	"Hühnereigelb, roh (Eidotter)"	"D"	1	200
1493	411	"Hühnereiweiss, roh (Eiklar)"	"D"	1	200
1494	1134	"Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
1495	1133	"Hülsenfrüchte (Durchschnitt), getrocknet"	"D"	1	200
1496	505	"Hüttenkäse, nature"	"D"	1	200
1497	505	"Cottage cheese"	"D"	0	200
1498	866	"Instant-Kartoffelstock, zubereitet (mit Wasser und Butter)"	"D"	1	200
1499	652	"Jägersauce"	"D"	1	200
1500	58	"Joghurt Bifidus, nature"	"D"	1	200
1501	53	"Joghurt, Erdbeer"	"D"	1	200
1502	1192	"Joghurt gezuckert (Durchschnitt)"	"D"	1	200
1503	55	"Joghurt, Haselnuss"	"D"	1	200
1504	590	"Joghurt mit Aroma, mager, mit Süssstoffen"	"D"	1	200
1505	588	"Joghurt mit Früchten, mager, mit Süssstoffen"	"D"	1	200
1506	57	"Joghurt, Mokka"	"D"	1	200
1507	99	"Joghurt, Mokka, Bio"	"D"	1	200
1508	52	"Joghurt, nature"	"D"	1	200
1509	587	"Joghurt, nature, mager"	"D"	1	200
1510	1612	"Joghurt-Salatsauce (ohne Öl)"	"D"	1	200
1511	54	"Joghurt, Schokolade"	"D"	1	200
1512	56	"Joghurt, Vanille"	"D"	1	200
1513	391	"Johannisbeere, rot, roh"	"D"	1	200
1514	392	"Johannisbeere, schwarz, roh"	"D"	1	200
1515	1593	"Johannisbeerkuchen, gebacken (mit Blätterteig)"	"D"	1	200
1516	1593	"Johannisbeerwähe"	"D"	0	200
1517	1595	"Johannisbeerkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
1518	1592	"Johannisbeerkuchen, gebacken (mit süssem Mürbeteig)"	"D"	1	200
1519	983	"Kaffee löslich, Pulver"	"D"	1	200
1520	983	"Instant-Kaffee"	"D"	0	200
1521	69	"Kaffeerahm"	"D"	1	200
1522	994	"Kaffee, schwarz, ungezuckert"	"D"	1	200
1523	583	"Kakaobutter"	"D"	1	200
1524	581	"Kakaopulver"	"D"	1	200
1525	393	"Kaki, roh"	"D"	1	200
1526	1071	"Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
1527	1	"Kalb, Brust, roh"	"D"	1	200
1528	662	"Kalb, Eckstück, roh"	"D"	1	200
1529	662	"Plätzli"	"D"	0	200
1530	660	"Kalb, Filet, roh"	"D"	1	200
1531	1106	"Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh"	"D"	1	200
1532	11	"Kalb, Gehacktes, roh"	"D"	1	200
1533	11	"Hackfleisch"	"D"	0	200
1534	13325	"Kalb, Geschnetzeltes, gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1535	13	"Kalb, Geschnetzeltes, roh"	"D"	1	200
1536	13377	"Kalb, Haxe, geschmort (ohne Zugabe von Fett und Salz)"	"D"	1	200
1537	661	"Kalb, Haxe, roh"	"D"	1	200
1538	2	"Kalb, Kotelett, roh"	"D"	1	200
1539	10	"Kalb, Leber, roh"	"D"	1	200
1540	672	"Kalb, Milken, roh"	"D"	1	200
1541	672	"Bries"	"D"	0	200
1542	673	"Kalb, Niere, roh"	"D"	1	200
1543	13324	"Kalb, Nierstück, Steak, gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1544	3	"Kalb, Nierstück, Steak, roh"	"D"	1	200
1545	14	"Kalb, Runder Mocken, roh"	"D"	1	200
1546	14	"Saftplätzli"	"D"	0	200
1547	1080	"Kalbsbratwurst"	"D"	1	200
1548	1073	"Kalb, Schulter, Braten, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1549	658	"Kalb, Schulter, Braten, roh"	"D"	1	200
1550	1667	"Kalbspiccata, zubereitet"	"D"	1	200
1551	1681	"Kalbsplätzli, gebraten in HOLL-Rapsöl"	"D"	1	200
1552	13316	"Kalbsplätzli, gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1553	1669	"Kalbsragout mit Sauce, zubereitet"	"D"	1	200
1554	1669	"Voressen"	"D"	0	200
1555	15	"Kalb, Voressen, roh"	"D"	1	200
1556	15	"Ragout"	"D"	0	200
1557	674	"Kalb, Zunge, roh"	"D"	1	200
1558	764	"Kalmar, roh"	"D"	1	200
1559	764	"Seppia"	"D"	0	200
1560	764	"Polpo"	"D"	0	200
1561	764	"Calamare"	"D"	0	200
1562	764	"Tintenfisch"	"D"	0	200
1563	13329	"Kaninchen (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
1564	686	"Kaninchen (Durchschnitt), roh"	"D"	1	200
1565	16	"Kaninchen, Filet, roh"	"D"	1	200
1566	1002	"Karotte, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1567	566	"Karottensaft"	"D"	1	200
1568	566	"Rüeblisaft"	"D"	0	200
1569	355	"Karotte, roh"	"D"	1	200
1570	860	"Kartoffelflocken, mit Milchpulver und Salz (Instant-Kartoffelstock)"	"D"	1	200
1571	860	"Instant-Kartoffelstock"	"D"	0	200
1572	1057	"Kartoffel, geschält, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1573	1057	"Gschwellti"	"D"	0	200
1574	813	"Kartoffel, geschält, roh"	"D"	1	200
1575	1599	"Kartoffelgratin dauphinois, zubereitet"	"D"	1	200
1576	1600	"Kartoffelgratin Savoyer Art, zubereitet"	"D"	1	200
1577	1517	"Kartoffelsalat mit Essig-Öl-Sauce"	"D"	1	200
1578	1516	"Kartoffelsalat mit Mayonnaise-Joghurt-Sauce"	"D"	1	200
1579	497	"Kartoffelstärke"	"D"	1	200
1580	1519	"Kartoffelstock, zubereitet (mit Rahm und Butter)"	"D"	1	200
1581	1518	"Kartoffelstock, zubereitet (mit teilentrahmter Milch und Butter)"	"D"	1	200
1582	863	"Kartoffelstock, zubereitet (mit Vollmilch und Butter)"	"D"	1	200
1583	539	"Käse in Salzlake (Kuhmilch)"	"D"	1	200
1584	549	"Käse in Salzlake (Schaf- und Ziegenmilch)"	"D"	1	200
1585	549	"Feta"	"D"	0	200
1586	1544	"Käsekuchen, gebacken (mit Blätterteig)"	"D"	1	200
1587	1544	"Käsewähe"	"D"	0	200
1588	1543	"Käsekuchen, gebacken (mit Kuchenteig)"	"D"	1	200
1589	60	"Käsereibutter"	"D"	1	200
1590	1601	"Käseschnitte, zubereitet"	"D"	1	200
1591	1572	"Kebab im Fladenbrot"	"D"	1	200
1592	1012	"Kefe, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1593	1012	"Kiefelerbse"	"D"	0	200
1594	1012	"Zuckerschote"	"D"	0	200
1595	438	"Kefe, roh"	"D"	1	200
1596	635	"Ketchup"	"D"	1	200
1597	1059	"Kichererbse, gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
1598	439	"Kichererbse, getrocknet"	"D"	1	200
1599	644	"Kirsch"	"D"	1	200
1600	644	"Kirschbranntwein"	"D"	0	200
1601	644	"Kirschwasser"	"D"	0	200
1602	644	"Kirschschnaps"	"D"	0	200
1603	644	"Kirschenbrand"	"D"	0	200
1604	1052	"Kirsche, gedünstet, abgetropft (ohne Zugabe von Zucker)"	"D"	1	200
1605	1545	"Kirschenkuchen, gebacken (mit Blätterteig)"	"D"	1	200
1606	1545	"Kirschenwähe"	"D"	0	200
1607	1546	"Kirschenkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
1608	394	"Kirsche, roh"	"D"	1	200
1609	395	"Kiwi, roh"	"D"	1	200
1610	918	"Knäckebrot, Vollkorn"	"D"	1	200
1611	920	"Knäckebrot, Vollkorn mit Leinsamen"	"D"	1	200
1612	919	"Knäckebrot, Vollkorn mit Sesam"	"D"	1	200
1613	356	"Knoblauch, roh"	"D"	1	200
1614	1013	"Knollensellerie, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1615	357	"Knollensellerie, roh"	"D"	1	200
1616	1399	"Knöpflimehl"	"D"	1	200
1617	1399	"Spätzlimehl"	"D"	0	200
1618	51	"Kochbutter"	"D"	1	200
1619	1118	"Kochpökelware (Durchschnitt)"	"D"	1	200
1620	762	"Kochsalz mit Jod"	"D"	1	200
1621	10457	"Kochsalz mit Jod und Fluor"	"D"	1	200
1622	10457	"Speisesalz"	"D"	0	200
1623	634	"Kochsalz ohne Jod und Fluor"	"D"	1	200
1624	704	"Kochspeck"	"D"	1	200
1625	1116	"Kochwürste (Durchschnitt)"	"D"	1	200
1626	10582	"Kohlgemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett)"	"D"	1	200
1627	1167	"Kohlgemüse (Durchschnitt), roh"	"D"	1	200
1628	1014	"Kohlrabi, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1629	1014	"Rübkohl"	"D"	0	200
1630	449	"Kohlrabi, roh"	"D"	1	200
1631	601	"Kokosfett"	"D"	1	200
1632	888	"Kokosmakronen"	"D"	1	200
1633	284	"Kokosnuss"	"D"	1	200
1634	742	"Kokosnuss, getrocknet (Kokosrapseln, Kokosflocken)"	"D"	1	200
1635	526	"Kondensmilch, gezuckert"	"D"	1	200
1636	527	"Kondensmilch, ungezuckert"	"D"	1	200
1637	696	"Konfitüre"	"D"	1	200
1638	696	"Marmelade"	"D"	0	200
1639	697	"Konfitüre, energievermindert, mit Süssstoffen"	"D"	1	200
1640	448	"Kopfsalat, roh"	"D"	1	200
1641	13322	"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
1642	1107	"Kotelett (Durchschnitt aus Kalb, Schwein, Lamm), roh"	"D"	1	200
1643	1099	"Krustentiere (Durchschnitt), roh"	"D"	1	200
1644	1176	"Kuchenteig (mit Butter), ungebacken"	"D"	1	200
1645	1176	"Wähenteig"	"D"	0	200
1646	906	"Kuchenteig (mit pflanzlichem Fett), ungebacken"	"D"	1	200
1647	13417	"Kuchenteig, Vollkorn (mit Butter), ungebacken"	"D"	1	200
1648	13416	"Kuchenteig, Vollkorn (mit pflanzichem Fett), ungebacken"	"D"	1	200
1649	1020	"Kürbis, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1650	276	"Kürbiskerne"	"D"	1	200
1651	13404	"Kürbiskernöl"	"D"	1	200
1652	1662	"Kürbis-Piccata, zubereitet"	"D"	1	200
1653	480	"Kürbis, roh"	"D"	1	200
1654	480	"Riesenkürbis"	"D"	0	200
1655	1656	"Kürbisscheiben, paniert, zubereitet"	"D"	1	200
1656	193	"Lachs, geräuchert"	"D"	1	200
1657	210	"Lachs, wild, roh"	"D"	1	200
1658	13354	"Lachs, Zucht, Filet, gedämpft (ohne Zusatz von Fett und Salz)"	"D"	1	200
1659	194	"Lachs, Zucht, roh"	"D"	1	200
1660	13273	"Lamm, Filet, medium gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
1661	675	"Lamm, Filet, roh"	"D"	1	200
1662	13304	"Lamm, Gigot, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
1663	4	"Lamm, Gigot, roh (Schweiz, Neuseeland)"	"D"	1	200
1664	4	"Keule"	"D"	0	200
1665	5	"Lamm, Kotelett, roh (Schweiz)"	"D"	1	200
1666	17	"Lamm, Nierstück, roh (Australien, Neuseeland)"	"D"	1	200
1667	18	"Lamm, Racks, roh (Australien, Neuseeland)"	"D"	1	200
1668	1673	"Lammragout mit Sauce, zubereitet"	"D"	1	200
1669	1110	"Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh"	"D"	1	200
1670	19	"Lamm, Voressen, roh (Schweiz)"	"D"	1	200
1671	1090	"Landjäger"	"D"	1	200
1672	1184	"Latte macchiato, ungezuckert"	"D"	1	200
1673	441	"Lattich, roh"	"D"	1	200
1674	1015	"Lauch, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
1675	358	"Lauch, roh"	"D"	1	200
1676	832	"Laugenbrötli"	"D"	1	200
1677	832	"Silserli"	"D"	0	200
1678	947	"Laugengebäck trocken (Bretzel, Sticks)"	"D"	1	200
1679	835	"Laugengipfeli"	"D"	1	200
1680	835	"Silsergipfeli"	"D"	0	200
1681	13320	"Leber (Durchschnitt aus Rind, Kalb, Schwein), gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
1682	10377	"Leber (Durchschnitt aus Rind, Kalb, Schwein), roh"	"D"	1	200
1683	776	"Leberwurst"	"D"	1	200
1684	880	"Lebkuchen"	"D"	1	200
1685	993	"Lebkuchen mit Schokoladeüberzug"	"D"	1	200
1686	13405	"Leinöl, kaltgepresst"	"D"	1	200
1687	277	"Leinsamen"	"D"	1	200
1688	10534	"Lemon Curd"	"D"	1	200
1689	10534	"Zitronencrème"	"D"	0	200
1690	531	"Limburger (Münster)"	"D"	1	200
1691	595	"Limonade, mit Aroma, gezuckert"	"D"	1	200
1692	1060	"Linse, ganz, gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
1693	370	"Linse, ganz, getrocknet"	"D"	1	200
1694	13386	"Linse, geschält, gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
1695	13385	"Linse, geschält, getrocknet"	"D"	1	200
1696	900	"Linzertorte"	"D"	1	200
1697	852	"Löffelbiscuit"	"D"	1	200
1698	786	"Luganighe"	"D"	1	200
1699	1083	"Lyoner"	"D"	1	200
1700	878	"Madeleine"	"D"	1	200
1701	578	"Magermilchpulver"	"D"	1	200
1702	64	"Magermilch, UHT"	"D"	1	200
1703	879	"Mailänderli"	"D"	1	200
1704	932	"Mais-Chips (Apérogebäck)"	"D"	1	200
1705	1032	"Mais, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1706	1032	"Zuckermais"	"D"	0	200
1707	1032	"Gemüsemais"	"D"	0	200
1708	1619	"Maisgriess, gekocht"	"D"	1	200
1709	1619	"Polenta"	"D"	0	200
1710	425	"Maisgriess, trocken"	"D"	1	200
1711	412	"Maiskeimöl"	"D"	1	200
1712	633	"Maiskölbchen, in Essig eingelegt"	"D"	1	200
1713	432	"Mais, roh"	"D"	1	200
1714	426	"Maisstärke"	"D"	1	200
1715	397	"Mandarine, roh"	"D"	1	200
1716	273	"Mandel"	"D"	1	200
1717	269	"Mandel, geröstet, gesalzen"	"D"	1	200
1718	278	"Mandel, ohne Fett geröstet, gesalzen"	"D"	1	200
1719	1016	"Mangold, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1720	1016	"Krautstiel"	"D"	0	200
1721	450	"Mangold, roh"	"D"	1	200
1722	396	"Mango, roh"	"D"	1	200
1723	208	"Margarine"	"D"	1	200
1724	898	"Marmorkuchen"	"D"	1	200
1725	898	"Marmorcake"	"D"	0	200
1726	496	"Marzipan"	"D"	1	200
1727	485	"Mascarpone"	"D"	1	200
1728	771	"Mayonnaise"	"D"	1	200
1729	772	"Mayonnaise, kalorienvermindert"	"D"	1	200
1730	1682	"Mayonnaise, selbst zubereitet mit Rapsöl"	"D"	1	200
1731	1135	"Mehl (Durchschnitt)"	"D"	1	200
1732	1136	"Mehl, hell (Durchschnitt)"	"D"	1	200
1733	1524	"Mehlomeletten mit Champignonfüllung, zubereitet"	"D"	1	200
1734	1525	"Mehlomeletten mit Gemüsefüllung, zubereitet"	"D"	1	200
1735	1523	"Mehlomeletten mit Käse, zubereitet"	"D"	1	200
1736	1695	"Mehlomeletten mit Nutella, zubereitet"	"D"	1	200
1737	1526	"Mehlomeletten mit Schinken, zubereitet"	"D"	1	200
1738	1527	"Mehlomeletten mit Speck, zubereitet"	"D"	1	200
1739	1694	"Mehlomeletten mit Zimt und Zucker, zubereitet"	"D"	1	200
1740	1522	"Mehlomeletten, zubereitet"	"D"	1	200
1741	732	"Melasse, Melassesirup"	"D"	1	200
1742	854	"Meringue"	"D"	1	200
1743	761	"Miesmuschel, roh"	"D"	1	200
1744	1194	"Milch (Durchschnitt)"	"D"	1	200
1745	1185	"Milchkaffee dunkel, ungezuckert"	"D"	1	200
1746	1185	"Schale"	"D"	0	200
1747	1186	"Milchkaffee hell, ungezuckert"	"D"	1	200
1748	1187	"Milchkaffee, ungezuckert"	"D"	1	200
1749	1513	"Milchreis, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)"	"D"	1	200
1750	1514	"Milchreis, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)"	"D"	1	200
1751	195	"Milchschokolade"	"D"	1	200
1752	654	"Milchschokolade mit Alkoholfüllung"	"D"	1	200
1753	655	"Milchschokolade mit Crèmefüllung (Gianduja, Nougat)"	"D"	1	200
1754	643	"Milchschokolade mit Mandel-Honig-Nougat"	"D"	1	200
1755	612	"Milchschokolade mit Nüssen"	"D"	1	200
1756	641	"Milchschokolade mit Weinbeeren, Nüssen und Mandeln"	"D"	1	200
1757	671	"Minestrone"	"D"	1	200
1758	1087	"Minipic Würstchen"	"D"	1	200
1759	1053	"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)"	"D"	1	200
1760	403	"Mirabelle, roh"	"D"	1	200
1761	602	"Molke, süss"	"D"	1	200
1762	602	"Süssmolke"	"D"	0	200
1763	1039	"Morchel, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
1764	457	"Morchel, roh"	"D"	1	200
1765	819	"Mortadella"	"D"	1	200
1766	717	"Mostbröckli"	"D"	1	200
1767	82	"Mozzarella"	"D"	1	200
1768	1175	"Mürbeteig (mit Butter), süss, ungebacken"	"D"	1	200
1769	909	"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken"	"D"	1	200
1770	844	"Mütschli"	"D"	1	200
1771	1579	"Nasi Goreng, zubereitet"	"D"	1	200
1772	404	"Nektarine, roh"	"D"	1	200
1773	913	"Nussgipfel aus Blätterteig"	"D"	1	200
1774	914	"Nussgipfel aus Hefeteig"	"D"	1	200
1775	372	"Nüsslisalat, roh"	"D"	1	200
1776	372	"Feldsalat"	"D"	0	200
1777	372	"Rapunzelsalat"	"D"	0	200
1778	915	"Nussschnecke aus Hefeteig"	"D"	1	200
1779	915	"Hefeschnecke"	"D"	0	200
1780	818	"Ofen-Frites, tiefgekühlt"	"D"	1	200
1781	818	"Ofen-Pommes"	"D"	0	200
1782	10545	"Olive, gefüllt mit Hackfleisch, frittiert"	"D"	1	200
1783	492	"Olive, grün"	"D"	1	200
1784	591	"Olivenöl"	"D"	1	200
1785	493	"Olive, schwarz"	"D"	1	200
1786	572	"Orangennektar"	"D"	1	200
1787	576	"Orangensaft"	"D"	1	200
1788	577	"Orangensaft, angereichert mit Vitamin C"	"D"	1	200
1789	405	"Orange, roh"	"D"	1	200
1790	405	"Apfelsine"	"D"	0	200
1791	708	"Palmöl - Palmfett"	"D"	1	200
1792	716	"Pancetta"	"D"	1	200
1793	202	"Panettone"	"D"	1	200
1794	750	"Paniermehl"	"D"	1	200
1795	750	"Semmelmehl"	"D"	0	200
1796	779	"Pantli"	"D"	1	200
1797	663	"Paprika (Gewürz)"	"D"	1	200
1798	279	"Paranuss"	"D"	1	200
1799	845	"Pariserbrot"	"D"	1	200
1800	845	"Baguette"	"D"	0	200
