ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
1487			Crêpes nature, préparés		Plats/Autres plats salés/épicés		par 100 g de portion comestible	981	Calcul automatisé		235	Calcul automatisé		13.3	Calcul sur la base des ingrédients		6.5	Calcul sur la base des ingrédients		3.6	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		203	Calcul sur la base des ingrédients		19	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		15.9	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		9.3	Calcul sur la base des ingrédients		0.4	Calcul automatisé		0	Calcul sur la base des ingrédients		57.8	Calcul automatisé		155	Calcul automatisé		151	Calcul automatisé		147	Calcul sur la base des ingrédients		46	Calcul sur la base des ingrédients		27	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.59	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		22.6	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		250	Calcul sur la base des ingrédients		94	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		n.i.			Oui
371	4640	1000834	Cresson, cru		Légumes/Légumes frais		par 100 g de portion comestible	71	Calcul automatisé		17	Calcul automatisé		0.2	-	43	0.1	-	43	0	-	43	0.1	-	43	0	-	43	0.3	-	43	0.3	-	43	0	-	43	2.6	-	43	2.2	-	43	0.1	Calcul automatisé		0	-	43	93.5	-	43	453	Calcul automatisé		227	Calcul automatisé		0	Estimation	51	2720	Estimation	51	2720	-	130	0.1	-	43	0.12	-	43	0.13	-	43	0	-	43	0.4	-	43	214	-	43	0.2	-	43	60	-	43	0	-	43	1.2	-	43	300	-	43	42	-	43	110	-	9	160	-	43	20	-	43	53	-	43	1.3	-	43	2	-	9	0.2	-	9	n.i.			No
766	4685	1001412	Crevette, crue		Poisson/Fruits de mer et crustacés		par 100 g de portion comestible	236	Calcul automatisé		56	Calcul automatisé		0.6	-	25	0.1	-	5	0.1	-	5	0.2	-	5	150	-	5	1.2	-	25	tr.	-	5	0	Estimation	51	0	-	25	11.4	-	25	0.5	Calcul automatisé		0	-	5	85.5	-	25	2	Calcul automatisé		2	Calcul automatisé		2	Estimation	51	0	Estimation	51	0	-	128	0.14	-	25	0.09	-	25	0.08	-	5	tr.	-	22	2	-	25	14	-	5	tr.	-	22	1	-	25	tr.	-	5	0.82	-	5	210	-	25	190	-	25	tr.	-	22	30	-	25	tr.	-	22	210	-	1462	0.3	-	25	91	-	1009	0.8	-	25	n.i.			No
1497			Crevette, cuite		Poisson/Fruits de mer et crustacés		par 100 g de portion comestible	249	Calcul automatisé		59	Calcul automatisé		0.6	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		158	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.4	Calcul automatisé		0	Calcul sur la base des ingrédients		86.1	Calcul automatisé		2	Calcul automatisé		2	Calcul automatisé		2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.47	Calcul sur la base des ingrédients		10.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.78	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		32	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		86	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		n.i.			No
834	3623	1001503	Croissant au beurre, complet		Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie		par 100 g de portion comestible	1540	Calcul automatisé		368	Calcul automatisé		19.7	Calcul sur la base des ingrédients		11.5	Calcul sur la base des ingrédients		4.6	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		61	Calcul sur la base des ingrédients		38.7	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		36.2	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		6.8	Calcul sur la base des ingrédients		1.1	Calcul automatisé		0	Calcul sur la base des ingrédients		31.1	Calcul automatisé		201	Calcul automatisé		194	Calcul automatisé		187	Calcul sur la base des ingrédients		87	Calcul sur la base des ingrédients		73	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		22.5	Calcul sur la base des ingrédients		0.34	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.58	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		440	Calcul sur la base des ingrédients		690	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			No
914	3916		Croissant aux noisette, pâte levée		Sucreries/Autres articles de pâtisserie		par 100 g de portion comestible	1330	Calcul automatisé		316	Calcul automatisé		12.6	Calcul sur la base des ingrédients		3.6	Calcul sur la base des ingrédients		7.3	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		39	Calcul sur la base des ingrédients		41.5	Calcul sur la base des ingrédients		18.5	Calcul sur la base des ingrédients		24.4	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		7.7	Calcul sur la base des ingrédients		0.7	Calcul automatisé		0	Calcul sur la base des ingrédients		36.1	Calcul automatisé		59	Calcul automatisé		57	Calcul automatisé		56	Calcul sur la base des ingrédients		23	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		0.13	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.13	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		33.5	Calcul sur la base des ingrédients		0.44	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		3.99	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		280	Calcul sur la base des ingrédients		440	Calcul sur la base des ingrédients		52	Calcul sur la base des ingrédients		34	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			Oui
913	3758		Croissant aux noisettes, pâte feuilletée		Sucreries/Autres articles de pâtisserie		par 100 g de portion comestible	1740	Calcul automatisé		417	Calcul automatisé		26.9	Calcul sur la base des ingrédients		10.1	Calcul sur la base des ingrédients		12.7	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		35.6	Calcul sur la base des ingrédients		16.1	Calcul sur la base des ingrédients		19.4	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		6.8	Calcul sur la base des ingrédients		0.5	Calcul automatisé		0	Calcul sur la base des ingrédients		28.7	Calcul automatisé		173	Calcul automatisé		167	Calcul automatisé		161	Calcul sur la base des ingrédients		72	Calcul sur la base des ingrédients		61	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.46	Calcul sur la base des ingrédients		11.6	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		5.6	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		43	Calcul sur la base des ingrédients		40	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			Oui
836	3702	1001505	Croissant blanc au beurre		Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie		par 100 g de portion comestible	1810	Calcul automatisé		432	Calcul automatisé		24.2	Calcul sur la base des ingrédients		14.2	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		75	Calcul sur la base des ingrédients		43.5	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		39.8	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		8.8	Calcul sur la base des ingrédients		1.2	Calcul automatisé		0	Calcul sur la base des ingrédients		21.5	Calcul automatisé		248	Calcul automatisé		239	Calcul automatisé		230	Calcul sur la base des ingrédients		107	Calcul sur la base des ingrédients		91	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		21.6	Calcul sur la base des ingrédients		0.38	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.59	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		490	Calcul sur la base des ingrédients		770	Calcul sur la base des ingrédients		52	Calcul sur la base des ingrédients		25	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			No
835	3603	1001504	Croissant de Sils		Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie		par 100 g de portion comestible	1770	Calcul automatisé		423	Calcul automatisé		25.1	Calcul sur la base des ingrédients		14.7	Calcul sur la base des ingrédients		5.8	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		78	Calcul sur la base des ingrédients		39.4	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		37.6	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		9.1	Calcul sur la base des ingrédients		4.1	Calcul automatisé		0	Calcul sur la base des ingrédients		25.2	Calcul automatisé		195	Calcul automatisé		191	Calcul automatisé		186	Calcul sur la base des ingrédients		49	Calcul sur la base des ingrédients		49	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.54	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		1630	Calcul sur la base des ingrédients		2510	Calcul sur la base des ingrédients		35	Calcul sur la base des ingrédients		11	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		n.i.			Oui
10406			Croissant (moyenne)		Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie		par 100 g de portion comestible	1700	Calcul automatisé		408	Calcul automatisé		23	Calcul sur la base des ingrédients		13.4	Calcul sur la base des ingrédients		5.4	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		71	Calcul sur la base des ingrédients		40.5	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		37.9	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		8.3	Calcul sur la base des ingrédients		2.1	Calcul automatisé		0	Calcul sur la base des ingrédients		25.9	Calcul automatisé		215	Calcul automatisé		208	Calcul automatisé		201	Calcul sur la base des ingrédients		81	Calcul sur la base des ingrédients		71	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		21.4	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0.57	Calcul sur la base des ingrédients		160	Calcul sur la base des ingrédients		850	Calcul sur la base des ingrédients		1320	Calcul sur la base des ingrédients		34	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		99	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		36	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		n.i.			Oui
1601			Croûte au fromage, préparée		Plats/Autres plats salés/épicés		par 100 g de portion comestible	1130	Calcul automatisé		270	Calcul automatisé		11.5	Calcul sur la base des ingrédients		6.2	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		86	Calcul sur la base des ingrédients		26	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		24.8	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		14.6	Calcul sur la base des ingrédients		1.4	Calcul automatisé		0	Calcul sur la base des ingrédients		45.9	Calcul automatisé		113	Calcul automatisé		109	Calcul automatisé		106	Calcul sur la base des ingrédients		44	Calcul sur la base des ingrédients		n.i.			0.11	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.59	Calcul sur la base des ingrédients		0.67	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		0.38	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		560	Calcul sur la base des ingrédients		940	Calcul sur la base des ingrédients		310	Calcul sur la base des ingrédients		34	Calcul sur la base des ingrédients		290	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		n.i.			No
1099	3569		Crustacé, cru (moyen)		Poisson/Fruits de mer et crustacés		par 100 g de portion comestible	316	Calcul automatisé		75	Calcul automatisé		1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		123	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		15.5	Calcul sur la base des ingrédients		0.7	Calcul automatisé		0	Calcul sur la base des ingrédients		82.6	Calcul automatisé		1	Calcul automatisé		1	Calcul automatisé		1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.45	Calcul sur la base des ingrédients		3.84	Calcul sur la base des ingrédients		15.5	Calcul sur la base des ingrédients		0.75	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.16	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		270	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		30	Calcul sur la base des ingrédients		34	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		n.i.			Oui
384	4360	1000847	Datte, sèche		Fruits/Fruits secs		par 100 g de portion comestible	1290	Calcul automatisé		305	Calcul automatisé		0.5	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	69	-	43	69	-	43	0	-	43	7.1	-	43	2.5	-	43	0	Calcul automatisé		0	-	43	17.5	-	43	3	Calcul automatisé		2	Calcul automatisé		0	Estimation	51	20	-	145	n.i.			0.04	-	"43	1670"	0.06	-	"43	1670"	0.11	-	"43	1670"	0	-	43	1.53	-	"43	1670"	28	-	43	0.8	-	43	0.7	-	"43	1670"	0	-	43	0.2	-	9	680	-	43	3	-	43	180	-	9	62	-	43	58	-	43	74	-	43	3	-	43	1	-	9	0.3	-	9	n.i.			No
67	4229	821043	Demi-crème, pasteurisée		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	1130	Calcul automatisé		274	Calcul automatisé		27.9	-	176	16.7	Estimation	1662	6.6	Estimation	1662	1.3	Estimation	1662	82	-	176	3.3	Estimation	1648	3.3	-	176	0	Estimation	1648	0	Estimation	1648	2.3	Estimation	1662	0.1	Calcul automatisé		0	Estimation	1648	65.8	-	176	290	Calcul automatisé		281	Calcul automatisé		272	Estimation	1648	110	Estimation	1648	110	-	1651	0.02	-	176	0.15	-	"176	1653"	0.03	-	176	0.26	-	1653	0.07	-	147	6.8	-	147	0.45	-	1653	0.9	-	147	0.4	-	1653	0.62	-	176	130	-	176	35	-	176	69	-	1528	78	-	176	7	-	176	64	-	176	0	-	176	12	-	1643	0.2	-	176	n.i.			Oui
68	4228	821044	Demi-crème, UHT		"Graisses et huiles/Crème	Lait et produits laitiers/Crème et beurre"	1	par 100 g de portion comestible	1030	Calcul automatisé		251	Calcul automatisé		25.1	-	176	15.1	-	1662	5.9	Estimation	1662	1.2	Estimation	1662	71	-	176	3.7	Estimation	1648	3.7	-	176	0	Estimation	1648	0	Estimation	51	2.5	Estimation	1662	0.1	Calcul automatisé		0	Estimation	1648	67.8	-	176	278	Calcul automatisé		269	Calcul automatisé		260	Estimation	1648	110	Estimation	1648	110	-	1651	0.02	-	176	0.13	-	"176	1653"	0.02	-	176	0.26	-	1653	0.07	-	147	2.7	-	147	0.45	-	1653	0	-	147	0.4	-	1653	0.69	-	176	140	-	176	34	-	176	69	-	1528	91	-	176	8.6	-	176	74	-	176	0	-	176	12	-	1643	0.3	-	176	n.i.			Oui
