ID	ID V 4.0	ID SwissFIR	Nome	Sinonimi	Categoria	Densità	Unità di riferimento	Energia, kilojoules	Deduzione del valore	Fonte	Energia, calorie	Deduzione del valore	Fonte	Lipidi, totali (g)	Deduzione del valore	Fonte	Acidi grassi, saturi (g)	Deduzione del valore	Fonte	Acidi grassi, monoinsaturi (g)	Deduzione del valore	Fonte	Acidi grassi, polinsaturi (g)	Deduzione del valore	Fonte	Colesterolo (mg)	Deduzione del valore	Fonte	Glucidi, disponibili (g)	Deduzione del valore	Fonte	Zuccheri (g)	Deduzione del valore	Fonte	Amido (g)	Deduzione del valore	Fonte	Fibra alimentare (g)	Deduzione del valore	Fonte	Proteine (g)	Deduzione del valore	Fonte	Sale (NaCl) (g)	Deduzione del valore	Fonte	Alcool (g)	Deduzione del valore	Fonte	Acqua (g)	Deduzione del valore	Fonte	Attività di vitamina A, RE (µg-RE)	Deduzione del valore	Fonte	Attività di vitamina A, RAE (µg-RE)	Deduzione del valore	Fonte	Equivalenti di all-trans-retinolo (µg-RE)	Deduzione del valore	Fonte	Attività di beta-carotene (µg-BCE)	Deduzione del valore	Fonte	Beta-carotene (µg)	Deduzione del valore	Fonte	Vitamina B1 (tiamina) (mg)	Deduzione del valore	Fonte	Vitamina B2 (riboflavina) (mg)	Deduzione del valore	Fonte	Vitamina B6 (piridossina) (mg)	Deduzione del valore	Fonte	Vitamina B12 (cobalamina) (µg)	Deduzione del valore	Fonte	Niacina (mg)	Deduzione del valore	Fonte	Folati (µg)	Deduzione del valore	Fonte	Acido pantotenico (mg)	Deduzione del valore	Fonte	Vitamina C (acido ascorbico) (mg)	Deduzione del valore	Fonte	Vitamina D (calciferolo) (µg)	Deduzione del valore	Fonte	Attività di vitamina E (mg-ATE)	Deduzione del valore	Fonte	Potassio (K) (mg)	Deduzione del valore	Fonte	Sodio (Na) (mg)	Deduzione del valore	Fonte	Cloro (Cl) (mg)	Deduzione del valore	Fonte	Calcio (Ca) (mg)	Deduzione del valore	Fonte	Magnesio (Mg) (mg)	Deduzione del valore	Fonte	Fosforo (P) (mg)	Deduzione del valore	Fonte	Ferro (Fe) (mg)	Deduzione del valore	Fonte	Iodio (I) (µg)	Deduzione del valore	Fonte	Zinco (Zn)  (mg)	Deduzione del valore	Fonte	Selenio (Se) (µg)	Deduzione del valore	Fonte	Voce modificata
362	4365	1000825	Rabarbaro, crudo		Frutta/Frutta fresca		per 100 g di parte edibile	51	Calcolo automatizzato		12	Calcolo automatizzato		0.1	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	1	-	43	1	-	43	0	-	43	2.5	-	43	0.6	-	43	0	Calcolo automatizzato		0	-	43	93.5	-	43	10	Calcolo automatizzato		5	Calcolo automatizzato		0	Stima	51	61	Stima	51	61	-	90	0.03	-	43	0.03	-	43	0.03	-	43	0	-	43	0.3	-	43	8	-	43	0.1	-	43	12	-	43	0	-	43	0.2	-	43	290	-	43	3	-	43	60	-	36	86	-	43	13	-	43	19	-	43	0.3	-	43	2.3	-	36	0.2	-	36	nd			No
361	4078	1000824	Rafano, crudo		Verdure/Verdure fresche		per 100 g di parte edibile	76	Calcolo automatizzato		18	Calcolo automatizzato		0.3	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	2.6	-	43	2.6	-	43	0	-	43	1.2	-	43	0.6	-	43	0	Calcolo automatizzato		0	-	43	94.8	-	43	3	Calcolo automatizzato		2	Calcolo automatizzato		0	Stima	51	20	-	145	20	Stima	1698	0.03	-	43	0.04	-	43	0.07	-	43	0	-	43	0.3	-	43	50	-	43	0.1	-	43	23	-	43	0	-	43	0	-	43	240	-	43	12	-	43	44	-	36	20	-	43	7	-	43	18	-	43	0.8	-	43	1.2	-	36	0.2	-	36	nd			No
653	4722	1001205	Ragù alla bolognese		Diversi/Salse		per 100 g di parte edibile	402	Calcolo automatizzato		96	Calcolo automatizzato		4	-	7	1.4	-	22	2.1	-	22	0.4	-	22	9	-	9	8.3	-	7	2.6	-	22	3.4	-	22	0.6	-	9	6.3	-	7	0.6	Calcolo automatizzato		0	-	43	80.9	-	22	35	Calcolo automatizzato		34	Calcolo automatizzato		32	-	8	20	Stima	51	20	-	8	0.06	-	9	0.08	-	9	0.1	-	9	0.3	-	9	1.29	-	9	6	-	9	0.24	-	9	3.9	-	9	0.1	-	9	0.44	-	9	240	-	9	220	-	9	390	-	9	14	-	9	14	-	9	47	-	9	0.5	-	9	1.5	-	9	0.6	-	9	nd			No
1673			Ragù d'agnello con salsa, preparato		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	516	Calcolo automatizzato		124	Calcolo automatizzato		7	Calcolo in base agli ingredienti		2.6	Calcolo in base agli ingredienti		3.7	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		38	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		11.7	Calcolo in base agli ingredienti		0.8	Calcolo automatizzato		0	Calcolo in base agli ingredienti		77.6	Calcolo automatizzato		168	Calcolo automatizzato		84	Calcolo automatizzato		0	Calcolo in base agli ingredienti		1007	Calcolo in base agli ingredienti		724	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		1.24	Calcolo in base agli ingredienti		nd			5	Calcolo in base agli ingredienti		0.21	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		2.8	Calcolo in base agli ingredienti		0.98	Calcolo in base agli ingredienti		120	Calcolo in base agli ingredienti		310	Calcolo in base agli ingredienti		480	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		8.9	Calcolo in base agli ingredienti		85	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		2.5	Calcolo in base agli ingredienti		nd			Si
1670			Ragù di cavallo con salsa, preparato		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	396	Calcolo automatizzato		94	Calcolo automatizzato		3.3	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		12.7	Calcolo in base agli ingredienti		0.8	Calcolo automatizzato		0	Calcolo in base agli ingredienti		80.3	Calcolo automatizzato		179	Calcolo automatizzato		95	Calcolo automatizzato		11	Calcolo in base agli ingredienti		1007	Calcolo in base agli ingredienti		724	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.12	Calcolo in base agli ingredienti		1.03	Calcolo in base agli ingredienti		1.54	Calcolo in base agli ingredienti		5.8	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.82	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		440	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		11	Calcolo in base agli ingredienti		87	Calcolo in base agli ingredienti		2.8	Calcolo in base agli ingredienti		1.1	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		nd			Si
1671			Ragù di maiale con salsa, preparato		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	472	Calcolo automatizzato		113	Calcolo automatizzato		5.5	Calcolo in base agli ingredienti		1.4	Calcolo in base agli ingredienti		3.3	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		36	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		12.4	Calcolo in base agli ingredienti		0.8	Calcolo automatizzato		0	Calcolo in base agli ingredienti		78.4	Calcolo automatizzato		169	Calcolo automatizzato		85	Calcolo automatizzato		2	Calcolo in base agli ingredienti		1007	Calcolo in base agli ingredienti		724	Calcolo in base agli ingredienti		0.19	Calcolo in base agli ingredienti		0.14	Calcolo in base agli ingredienti		0.12	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		nd			3.6	Calcolo in base agli ingredienti		0.27	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		1.01	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		470	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		9.2	Calcolo in base agli ingredienti		77	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		1	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		nd			Si
1672			Ragù di manzo con salsa, preparato		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	382	Calcolo automatizzato		91	Calcolo automatizzato		3	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		2	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		31	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		nd			0.6	Calcolo in base agli ingredienti		12.6	Calcolo in base agli ingredienti		0.8	Calcolo automatizzato		0	Calcolo in base agli ingredienti		80.8	Calcolo automatizzato		172	Calcolo automatizzato		87	Calcolo automatizzato		3	Calcolo in base agli ingredienti		1012	Calcolo in base agli ingredienti		728	Calcolo in base agli ingredienti		0.01	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0.13	Calcolo in base agli ingredienti		0.48	Calcolo in base agli ingredienti		nd			5	Calcolo in base agli ingredienti		0.34	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		0.87	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		300	Calcolo in base agli ingredienti		470	Calcolo in base agli ingredienti		9.9	Calcolo in base agli ingredienti		8.9	Calcolo in base agli ingredienti		91	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		2.2	Calcolo in base agli ingredienti		nd			Si
1669			Ragù di vitello con salsa, preparato		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	384	Calcolo automatizzato		91	Calcolo automatizzato		3.5	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		2.3	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		40	Calcolo in base agli ingredienti		3	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		11.6	Calcolo in base agli ingredienti		0.7	Calcolo automatizzato		0	Calcolo in base agli ingredienti		81.3	Calcolo automatizzato		167	Calcolo automatizzato		85	Calcolo automatizzato		3	Calcolo in base agli ingredienti		984	Calcolo in base agli ingredienti		708	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.15	Calcolo in base agli ingredienti		0.53	Calcolo in base agli ingredienti		nd			5.2	Calcolo in base agli ingredienti		0.63	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		0.86	Calcolo in base agli ingredienti		120	Calcolo in base agli ingredienti		290	Calcolo in base agli ingredienti		460	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		9	Calcolo in base agli ingredienti		91	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		1	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		nd			Si
1665			Ratatouille, preparato		Verdure/Verdure cotte (incl. conserve)		per 100 g di parte edibile	200	Calcolo automatizzato		48	Calcolo automatizzato		2.1	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		1.4	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		4.6	Calcolo in base agli ingredienti		4.3	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		0.5	Calcolo automatizzato		0	Calcolo in base agli ingredienti		89.6	Calcolo automatizzato		104	Calcolo automatizzato		52	Calcolo automatizzato		0	Calcolo in base agli ingredienti		625	Calcolo in base agli ingredienti		532	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.15	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.66	Calcolo in base agli ingredienti		24.9	Calcolo in base agli ingredienti		0.24	Calcolo in base agli ingredienti		40.3	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.09	Calcolo in base agli ingredienti		260	Calcolo in base agli ingredienti		180	Calcolo in base agli ingredienti		310	Calcolo in base agli ingredienti		22	Calcolo in base agli ingredienti		16	Calcolo in base agli ingredienti		30	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		1.8	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		nd			Si
456	3825	1000937	Ravanelli, crudi		Verdure/Verdure fresche		per 100 g di parte edibile	72	Calcolo automatizzato		17	Calcolo automatizzato		0.1	-	36	0	-	22	0	-	22	0.1	-	22	0	-	22	2.1	-	36	2.1	-	36	0	-	22	1.6	-	36	1.1	-	36	0.1	Calcolo automatizzato		0	-	22	94.1	-	36	3	Calcolo automatizzato		1	Calcolo automatizzato		0	Stima	51	15	-	145	nd			0.02	-	"36	1669"	0.03	-	36	0.05	-	"36	1669"	0	-	8	0.25	-	36	24	-	36	0.18	-	36	23.2	-	"36	1669"	0	-	8	0.01	-	22	240	-	36	21	-	36	44	-	36	26	-	36	9.4	-	36	18	-	36	0.4	-	36	1.2	-	36	0.2	-	36	nd			No
392	4553	1000855	Ribes nero, crudo		Frutta/Frutta fresca		per 100 g di parte edibile	242	Calcolo automatizzato		58	Calcolo automatizzato		0.3	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	9	-	43	9	-	43	tr.	-	43	7	-	43	1.3	-	43	0	Calcolo automatizzato		0	-	43	78.2	-	43	3	Calcolo automatizzato		2	Calcolo automatizzato		0	Stima	51	19	Stima	51	14	-	121	0.02	-	43	0.06	-	43	0.08	-	43	0	-	43	0.3	-	43	40	-	43	0.4	-	43	200	-	43	0	-	43	1	-	43	370	-	43	3	-	43	15	-	9	60	-	43	17	-	43	34	-	43	1.3	-	43	1	-	9	0.3	-	9	nd			No
391	4552	1000854	Ribes rosso, crudo		Frutta/Frutta fresca		per 100 g di parte edibile	188	Calcolo automatizzato		45	Calcolo automatizzato		0.5	-	43	tr.	-	43	tr.	-	43	tr.	-	43	0	-	43	5	-	43	5	-	43	tr.	-	43	8.2	-	43	1.1	-	43	0	Calcolo automatizzato		0	-	43	82.8	-	43	2	Calcolo automatizzato		1	Calcolo automatizzato		0	Stima	51	14	Stima	51	9	-	121	0.04	-	43	0.06	-	43	0.05	-	43	0	-	43	0.1	-	43	11	-	36	0.1	-	43	40	-	43	0	-	43	0.1	-	43	280	-	43	3	-	43	14	-	36	36	-	43	13	-	43	30	-	43	1.2	-	43	1	-	36	0.2	-	36	nd			No
1514			Riso al latte, preparato (con latte parzialmente scremato, senza aggiunta di zucchero)		Dolciumi/Creme e budini		per 100 g di parte edibile	614	Calcolo automatizzato		146	Calcolo automatizzato		5.1	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		1.2	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		19	Calcolo in base agli ingredienti		19.7	Calcolo in base agli ingredienti		5.6	Calcolo in base agli ingredienti		14.1	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		5.2	Calcolo in base agli ingredienti		0.2	Calcolo automatizzato		0	Calcolo in base agli ingredienti		69.7	Calcolo automatizzato		57	Calcolo automatizzato		55	Calcolo automatizzato		53	Calcolo in base agli ingredienti		22	Calcolo in base agli ingredienti		23	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.26	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.18	Calcolo in base agli ingredienti		0.43	Calcolo in base agli ingredienti		6	Calcolo in base agli ingredienti		0.44	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.17	Calcolo in base agli ingredienti		200	Calcolo in base agli ingredienti		85	Calcolo in base agli ingredienti		180	Calcolo in base agli ingredienti		150	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		12	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		nd			No
1513			Riso al latte, preparato (con latte parzialmente scremato, senza aggiunta di zucchero)		Dolciumi/Creme e budini		per 100 g di parte edibile	558	Calcolo automatizzato		132	Calcolo automatizzato		3.5	Calcolo in base agli ingredienti		2.1	Calcolo in base agli ingredienti		0.8	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		14	Calcolo in base agli ingredienti		19.7	Calcolo in base agli ingredienti		5.6	Calcolo in base agli ingredienti		14.1	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		5.3	Calcolo in base agli ingredienti		0.2	Calcolo automatizzato		0	Calcolo in base agli ingredienti		71.2	Calcolo automatizzato		41	Calcolo automatizzato		40	Calcolo automatizzato		39	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.22	Calcolo in base agli ingredienti		0.04	Calcolo in base agli ingredienti		0.17	Calcolo in base agli ingredienti		0.43	Calcolo in base agli ingredienti		6	Calcolo in base agli ingredienti		0.45	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		200	Calcolo in base agli ingredienti		85	Calcolo in base agli ingredienti		180	Calcolo in base agli ingredienti		150	Calcolo in base agli ingredienti		17	Calcolo in base agli ingredienti		130	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		13	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		nd			No
1066	4702		Riso raffinato, bollito in acqua salata (sale non iodato)	"Riso bianco	Riso brillato"	Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	496	Calcolo automatizzato		117	Calcolo automatizzato		0.3	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		25.9	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		25.9	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		2.5	Calcolo in base agli ingredienti		1.3	Calcolo automatizzato		0	Calcolo in base agli ingredienti		71.1	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0.01	Calcolo in base agli ingredienti		0.01	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.48	Calcolo in base agli ingredienti		4.5	Calcolo in base agli ingredienti		0.11	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		15	Calcolo in base agli ingredienti		530	Calcolo in base agli ingredienti		800	Calcolo in base agli ingredienti		6.6	Calcolo in base agli ingredienti		8.8	Calcolo in base agli ingredienti		37	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.9	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		nd			Si
427	4700	1000900	Riso raffinato, secco	Riso bianco	Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	1500	Calcolo automatizzato		353	Calcolo automatizzato		0.9	-	1643	0.2	-	1643	0.3	-	1643	0.3	-	1643	0	Stima	1648	78.2	-	1643	0.2	-	1643	78.1	-	1643	1	-	1643	7.4	-	1660	0	Calcolo automatizzato		0	-	1643	12.3	-	1643	0	Calcolo automatizzato		0	Calcolo automatizzato		0	Stima	1648	0	Stima	1648	0	-	99	0.09	-	1642	0.04	-	1643	0.08	-	1642	0	-	1643	1.92	-	1643	19.3	-	1643	0.43	-	1642	0	-	1643	0	-	1643	0.05	-	1652	85	-	1542	0.5	-	1542	27	-	1528	5.8	-	1542	24	-	1542	120	-	1542	0.2	-	1542	1.9	-	1640	1.1	-	1640	nd			No
1067	4701		Riso sbramato, bollito in acqua salata (sale non iodato)	Riso integrale	Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	562	Calcolo automatizzato		133	Calcolo automatizzato		1.1	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		27	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		26.8	Calcolo in base agli ingredienti		1.9	Calcolo in base agli ingredienti		2.8	Calcolo in base agli ingredienti		1.5	Calcolo automatizzato		0	Calcolo in base agli ingredienti		67.3	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0.01	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.22	Calcolo in base agli ingredienti		12.7	Calcolo in base agli ingredienti		0.29	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		66	Calcolo in base agli ingredienti		610	Calcolo in base agli ingredienti		1000	Calcolo in base agli ingredienti		8.6	Calcolo in base agli ingredienti		45	Calcolo in base agli ingredienti		59	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		1.1	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		nd			Si
428	4357	1000901	Riso sbramato, secco	Riso integrale	Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	1480	Calcolo automatizzato		350	Calcolo automatizzato		2.8	-	1643	0.6	-	1643	0.9	-	1643	1	-	1643	0	-	1643	71.4	-	1643	0.6	-	1643	70.8	-	1643	5	-	1643	7.4	-	1660	0	Calcolo automatizzato		0	-	1643	12.6	-	1643	0	Calcolo automatizzato		0	Calcolo automatizzato		0	Stima	1648	0	-	1652	0	Stima	1698	0.35	-	"1642	1643"	0.05	-	1643	0.12	-	"1642	1643"	0	-	1643	4.3	-	1641	48	-	1643	1.02	-	"1642	1643"	0	-	1643	0	-	1643	0.2	-	1643	220	-	1643	4.1	-	1643	230	-	1528	11	-	1643	120	-	1643	160	-	1643	1.1	-	1641	2.2	-	1640	1.6	-	1640	nd			No
1065	4699		Riso tipo parboiled, bollito in acqua salata (sale non iodato)		Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	514	Calcolo automatizzato		121	Calcolo automatizzato		0.3	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		26.7	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		24.5	Calcolo in base agli ingredienti		0.4	Calcolo in base agli ingredienti		2.5	Calcolo in base agli ingredienti		1.4	Calcolo automatizzato		0	Calcolo in base agli ingredienti		70.1	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo automatizzato		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.05	Calcolo in base agli ingredienti		0.01	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		1.28	Calcolo in base agli ingredienti		3.1	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		29	Calcolo in base agli ingredienti		540	Calcolo in base agli ingredienti		830	Calcolo in base agli ingredienti		24	Calcolo in base agli ingredienti		11	Calcolo in base agli ingredienti		56	Calcolo in base agli ingredienti		0.1	Calcolo in base agli ingredienti		1	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		nd			Si
419	3972	1000891	Riso tipo parboiled, secco		Prodotti a base di cereali, legumi e patate/Riso		per 100 g di parte edibile	1510	Calcolo automatizzato		356	Calcolo automatizzato		1	-	1643	0.2	-	1643	0.3	-	1643	0.3	-	1643	0	-	1643	78.6	-	1643	0.4	-	1643	72.1	-	1643	1.3	-	1643	7.5	-	1660	0	Calcolo automatizzato		0	-	1643	11.3	-	1643	0	Calcolo automatizzato		0	Calcolo automatizzato		0	Stima	1648	0	Stima	1648	0	-	99	0.28	-	1642	0.04	-	1643	0.12	-	1642	0	-	1643	5.02	-	1643	13	-	1643	0.79	-	1642	0	-	1643	0	-	1643	0.05	-	1652	160	-	1542	0.9	-	1542	40	-	1528	58	-	1542	32	-	1542	170	-	1542	0.4	-	1542	2.2	-	1528	1.7	-	1652	nd			No
1585			Risotto ai funghi, cotto		Cibi/Altri cibi salati/saporiti		per 100 g di parte edibile	539	Calcolo automatizzato		128	Calcolo automatizzato		3.6	Calcolo in base agli ingredienti		1.6	Calcolo in base agli ingredienti		1.3	Calcolo in base agli ingredienti		0.3	Calcolo in base agli ingredienti		7	Calcolo in base agli ingredienti		18.6	Calcolo in base agli ingredienti		0.7	Calcolo in base agli ingredienti		17.9	Calcolo in base agli ingredienti		1.5	Calcolo in base agli ingredienti		4.5	Calcolo in base agli ingredienti		0.5	Calcolo automatizzato		0	Calcolo in base agli ingredienti		72.1	Calcolo automatizzato		28	Calcolo automatizzato		27	Calcolo automatizzato		26	Calcolo in base agli ingredienti		12	Calcolo in base agli ingredienti		12	Calcolo in base agli ingredienti		0.02	Calcolo in base agli ingredienti		0.07	Calcolo in base agli ingredienti		0.03	Calcolo in base agli ingredienti		0.08	Calcolo in base agli ingredienti		0.94	Calcolo in base agli ingredienti		6.4	Calcolo in base agli ingredienti		0.47	Calcolo in base agli ingredienti		0.5	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		0.33	Calcolo in base agli ingredienti		54	Calcolo in base agli ingredienti		210	Calcolo in base agli ingredienti		370	Calcolo in base agli ingredienti		71	Calcolo in base agli ingredienti		10	Calcolo in base agli ingredienti		81	Calcolo in base agli ingredienti		0.2	Calcolo in base agli ingredienti		3.3	Calcolo in base agli ingredienti		0.6	Calcolo in base agli ingredienti		nd			No
